Incidents_Recorded,Crime_Rate,Crime_City,Number_of_Records,Offence_Division,Offence Subdivision,Offence Subgroup,Crime_Year
1,2.15,EAST GIPPSLAND,1,D Public order and security offences,D40 Public security offences,D49 Other public security offences,2018
1,0.7,FRANKSTON,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,0.6,GREATER DANDENONG,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,1.51,GREATER SHEPPARTON,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
4,4.15,HOBSONS BAY,1,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,2018
1,0.44,HUME,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,0.44,HUME,1,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,2018
2,1.22,KNOX,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
2,1.15,MELBOURNE,1,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,2018
1,0.57,MELBOURNE,1,D Public order and security offences,D40 Public security offences,D49 Other public security offences,2018
1,1.8,MILDURA,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,2.26,MITCHELL,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,0.5,MONASH,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
2,1.11,MORELAND,1,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,2018
1,0.89,PORT PHILLIP,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,5.09,GLENELG,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,0.45,WHITTLESEA,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
1,0.45,WHITTLESEA,1,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,2018
5,1.95,WYNDHAM,1,D Public order and security offences,D40 Public security offences,D44 Terrorism offences,2018
2,2.04,YARRA,1,D Public order and security offences,D40 Public security offences,D43 Hacking,2018
194,180.57,BALLARAT,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
15,13.96,BALLARAT,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
20,18.62,BALLARAT,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
22,20.48,BALLARAT,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,40.6,PYRENEES,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,40.6,PYRENEES,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,3.06,BANYULE,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
81,61.89,BANYULE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
4,3.06,BANYULE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
41,31.32,BANYULE,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
8,6.11,BANYULE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,2.86,BASS COAST,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
24,68.52,BASS COAST,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,5.71,BASS COAST,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
5,14.28,BASS COAST,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
10,34.01,SOUTH GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,6.8,SOUTH GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
3,10.2,SOUTH GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
44,84.99,BAW BAW,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,5.79,BAW BAW,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
6,11.59,BAW BAW,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
17,121.63,BENALLA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,21.46,BENALLA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
9,64.39,BENALLA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
4,45.04,MANSFIELD,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,11.26,MANSFIELD,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
4,27.94,MURRINDINDI,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,13.97,MURRINDINDI,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
142,122.67,GREATER BENDIGO,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
6,5.18,GREATER BENDIGO,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
26,22.46,GREATER BENDIGO,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
77,66.52,GREATER BENDIGO,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
44,24.25,BOROONDARA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,1.65,BOROONDARA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,2.2,BOROONDARA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.48,BRIMBANK,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
163,77.5,BRIMBANK,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
24,11.41,BRIMBANK,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
3,1.43,BRIMBANK,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
25,11.89,BRIMBANK,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
94,250.36,CAMPASPE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,5.33,CAMPASPE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
24,63.92,CAMPASPE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
103,95.25,CARDINIA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
5,4.62,CARDINIA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,0.92,CARDINIA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
21,19.42,CARDINIA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,0.88,CASEY,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
215,63.08,CASEY,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
26,7.63,CASEY,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
3,0.88,CASEY,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
37,10.86,CASEY,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,7.61,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
20,152.27,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
5,38.07,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
9,68.52,CENTRAL GOLDFIELDS,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
8,106.74,LODDON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
8,106.74,LODDON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.62,DAREBIN,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
127,78.9,DAREBIN,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
7,4.35,DAREBIN,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
2,1.24,DAREBIN,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
23,14.29,DAREBIN,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,4.29,EAST GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
27,57.97,EAST GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
5,10.73,EAST GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
7,15.03,EAST GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
21,45.09,EAST GIPPSLAND,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,2.11,FRANKSTON,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
218,153.58,FRANKSTON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
12,8.45,FRANKSTON,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
34,23.95,FRANKSTON,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
53,37.34,FRANKSTON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
5,1.99,GREATER GEELONG,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
157,62.59,GREATER GEELONG,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
25,9.97,GREATER GEELONG,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
33,13.16,GREATER GEELONG,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
28,11.16,GREATER GEELONG,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,33.31,QUEENSCLIFFE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
22,20.93,BAYSIDE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,1.9,BAYSIDE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,0.95,BAYSIDE,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
4,3.81,BAYSIDE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
26,16.88,GLEN EIRA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,0.65,GLEN EIRA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,0.65,GLEN EIRA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
2,1.3,GLEN EIRA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.6,GREATER DANDENONG,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
262,156.79,GREATER DANDENONG,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
17,10.17,GREATER DANDENONG,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
16,9.57,GREATER DANDENONG,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
35,20.95,GREATER DANDENONG,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
86,129.74,GREATER SHEPPARTON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
7,10.56,GREATER SHEPPARTON,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
7,10.56,GREATER SHEPPARTON,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
8,12.07,GREATER SHEPPARTON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
37,38.4,HOBSONS BAY,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
18,18.68,HOBSONS BAY,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,17.78,HINDMARSH,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,35.57,HINDMARSH,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,5.02,HORSHAM,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
17,85.35,HORSHAM,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,15.06,HORSHAM,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
26,130.53,HORSHAM,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
20,100.41,HORSHAM,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,26.09,WEST WIMMERA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,52.18,WEST WIMMERA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,26.09,WEST WIMMERA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,0.88,HUME,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
337,149.11,HUME,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
21,9.29,HUME,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
11,4.87,HUME,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
47,20.8,HUME,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,1.22,KINGSTON,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
95,58.06,KINGSTON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
9,5.5,KINGSTON,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
18,11,KINGSTON,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
26,15.89,KINGSTON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.61,KNOX,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
113,68.99,KNOX,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
11,6.72,KNOX,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
8,4.88,KNOX,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
19,11.6,KNOX,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,2.67,LATROBE,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
132,176.06,LATROBE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
33,44.01,LATROBE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
39,52.02,LATROBE,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
29,38.68,LATROBE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
40,80.95,MACEDON RANGES,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,4.05,MACEDON RANGES,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,2.02,MACEDON RANGES,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
16,32.38,MACEDON RANGES,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,10.29,MOUNT ALEXANDER,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
23,118.3,MOUNT ALEXANDER,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,5.14,MOUNT ALEXANDER,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
2,10.29,MOUNT ALEXANDER,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
2,10.29,MOUNT ALEXANDER,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
22,17.34,MANNINGHAM,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,0.79,MANNINGHAM,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
5,3.94,MANNINGHAM,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,2.16,MARIBYRNONG,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
62,66.9,MARIBYRNONG,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
5,5.4,MARIBYRNONG,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,4.32,MARIBYRNONG,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
48,51.79,MARIBYRNONG,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,2.54,MAROONDAH,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
73,61.84,MAROONDAH,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
10,8.47,MAROONDAH,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
14,11.86,MAROONDAH,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
12,10.17,MAROONDAH,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
4,2.3,MELBOURNE,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
245,140.66,MELBOURNE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
44,25.26,MELBOURNE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
82,47.08,MELBOURNE,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
60,34.45,MELBOURNE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.64,MELTON,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
125,80.46,MELTON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
14,9.01,MELTON,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
6,3.86,MELTON,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
12,7.72,MELTON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,5.4,MILDURA,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
116,208.94,MILDURA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
8,14.41,MILDURA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
12,21.61,MILDURA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
16,28.82,MILDURA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
55,124.57,MITCHELL,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
4,9.06,MITCHELL,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,9.06,MITCHELL,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
19,43.03,MITCHELL,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
12,113.59,STRATHBOGIE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,1.5,MONASH,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
114,56.92,MONASH,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
13,6.49,MONASH,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
9,4.49,MONASH,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
124,96.48,MOONEE VALLEY,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,2.33,MOONEE VALLEY,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
3,2.33,MOONEE VALLEY,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
8,6.22,MOONEE VALLEY,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
4,17.4,GOLDEN PLAINS,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
8,50.46,HEPBURN,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
57,165.61,MOORABOOL,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,2.91,MOORABOOL,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
3,8.72,MOORABOOL,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
3,8.72,MOORABOOL,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.55,MORELAND,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
186,102.95,MORELAND,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
15,8.3,MORELAND,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
20,11.07,MORELAND,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,1.81,MORNINGTON PENINSULA,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
130,78.64,MORNINGTON PENINSULA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
12,7.26,MORNINGTON PENINSULA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
12,7.26,MORNINGTON PENINSULA,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
17,10.28,MORNINGTON PENINSULA,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
18,27.71,NILLUMBIK,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,3.08,NILLUMBIK,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,6.16,NILLUMBIK,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,8.5,ARARAT,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
20,169.96,ARARAT,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,17,ARARAT,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
7,59.49,ARARAT,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
15,127.47,ARARAT,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
14,122.37,NORTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,26.22,NORTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
9,78.67,NORTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,15.14,YARRIAMBIACK,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,15.14,YARRIAMBIACK,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
4,60.57,YARRIAMBIACK,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
2,1.77,PORT PHILLIP,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
79,70.06,PORT PHILLIP,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
7,6.21,PORT PHILLIP,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
9,7.98,PORT PHILLIP,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
16,14.19,PORT PHILLIP,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
24,122.24,GLENELG,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,5.09,GLENELG,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
7,35.65,GLENELG,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,6.27,SOUTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
19,119.09,SOUTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
5,31.34,SOUTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
6,37.61,SOUTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
2,12.54,SOUTHERN GRAMPIANS,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,0.86,STONNINGTON,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
63,54.25,STONNINGTON,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
6,5.17,STONNINGTON,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
7,6.03,STONNINGTON,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
8,6.89,STONNINGTON,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
11,51.22,COLAC-OTWAY,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,13.97,COLAC-OTWAY,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
1,4.66,COLAC-OTWAY,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
6,27.94,COLAC-OTWAY,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
6,18.66,SURF COAST,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
1,3.11,SURF COAST,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
2,6.22,SURF COAST,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
3,49.33,BULOKE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,32.89,BULOKE,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
4,37.94,GANNAWARRA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
26,124.67,SWAN HILL,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
3,14.38,SWAN HILL,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
15,71.92,SWAN HILL,1,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,2018
8,38.36,SWAN HILL,1,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,2018
1,7.92,ALPINE,1,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,2018
7,55.43,ALPINE,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,15.84,ALPINE,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
16,54.04,MOIRA,1,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,2018
2,6.75,MOIRA,1,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,2018
